sku,nom,marque,prix,note,lien,image,category
5d99959d-b0be-41a8-ab62-3a9ba2067fdf,"Short multisport respirant enfant, Bleu blanc noir",DECATHLON,"99,00 MAD",1070.0,https://www.decathlon.ma/p/346844-115463-short-multisport-respirant-enfant-bleu-blanc-noir.html,https://contents.mediadecathlon.com/p2628060/1cr1/k$766095bee656491de70857d9bdf6e790/prod.jpg?format=auto&f=1024x0,vetements-enfants
716f86b1-4299-4005-88a7-e16ca14ab799,Short enfant coton - Basique marine,DOMYOS,"59,00 MAD",838.0,https://www.decathlon.ma/p/303734-24769-short-enfant-coton-basique-marine.html,https://contents.mediadecathlon.com/p2711851/1cr1/k$faeec32271ba5a28753017e905ee86f5/prod.jpg?format=auto&f=1024x0,vetements-enfants
8763f11e-7d41-4c82-a9aa-dae9621dcd79,Sweat à capuche coton enfant - cèdre,DOMYOS,"149,00 MAD",609.0,https://www.decathlon.ma/p/340512-120241-sweat-a-capuche-coton-enfant-cedre.html,https://contents.mediadecathlon.com/p2809944/1cr1/k$9febd754c5e8560a48a25d047b0c0b0a/prod.jpg?format=auto&f=1024x0,vetements-enfants
0fec47d4-a4c5-4cb7-8a4f-100f57df5496,,DOMYOS,"49,00 MAD",2256.0,https://www.decathlon.ma/p/303910-122513-pantalon-de-jogging-chaud-enfant-molleton-marine.html,https://contents.mediadecathlon.com/p2712038/1cr1/k$0a44b01f71c29d2b0b844d008d8367b1/prod.jpg?format=auto&f=1024x0,vetements-enfants
a7312f43-4b4d-4382-b8f5-93c9796e37b9,"Survêtement bicolore enfant, vert et bleu",DECATHLON,"159,00 MAD",758.0,https://www.decathlon.ma/p/356400-143935-survetement-bicolore-enfant-vert-et-bleu.html,https://contents.mediadecathlon.com/p2912418/1cr1/k$08c5180ad5a03c5a29ba4682b01a011c/prod.jpg?format=auto&f=1024x0,vetements-enfants
eb17e1e4-43db-4adf-af02-86ac86a68d67,"Survêtement bicolore enfant, rouge et bleu",DECATHLON,"159,00 MAD",758.0,https://www.decathlon.ma/p/356400-143379-survetement-bicolore-enfant-rouge-et-bleu.html,https://contents.mediadecathlon.com/p2912307/1cr1/k$ae5bfc03f66362d7bcbcbf543336b30f/prod.jpg?format=auto&f=1024x0,vetements-enfants
df6f3cd7-79db-48fd-a4c0-c174db4b6d83,,DECATHLON,"79,00 MAD",41.0,https://www.decathlon.ma/p/358308-132771-t-shirt-multisport-coton-fille-imprime-blanc.html,https://contents.mediadecathlon.com/p2808544/1cr1/k$42f1e5e5110080553a62012a49eaeb0e/prod.jpg?format=auto&f=1024x0,vetements-enfants
4dd92329-db43-449f-ab4d-4e2ee5c0e510,,DOMYOS,"99,00 MAD",745.0,https://www.decathlon.ma/p/303923-55722-survetement-enfant-synthetique-respirant-gym-y-bleu-marine.html,https://contents.mediadecathlon.com/p2712077/1cr1/k$592260341dde66adb9e315a13690e356/prod.jpg?format=auto&f=1024x0,vetements-enfants
a29e54e2-7bf8-466c-ab5f-e65ee9a243d4,,DOMYOS,"99,00 MAD",688.0,https://www.decathlon.ma/p/303891-47278-survetement-enfant-synthetique-respirant-gym-y-rose-et-pantalon-marine.html,https://contents.mediadecathlon.com/p2807368/1cr1/k$75b1e504d1498fc87ceb65b59ad57b1f/prod.jpg?format=auto&f=1024x0,vetements-enfants
bd6d86c8-2e92-452d-8996-97725db620f2,Survêtement enfant - bleu et blanc,DECATHLON,"159,00 MAD",758.0,https://www.decathlon.ma/p/356400-117210-survetement-enfant-bleu-et-blanc.html,https://contents.mediadecathlon.com/p2711396/1cr1/k$6d7acf4321cd54e58758dca1c290a9d2/prod.jpg?format=auto&f=1024x0,vetements-enfants
9a1d06ce-ef57-48fc-baba-97c21d2ab31c,,DOMYOS,"359,00 MAD",107.0,https://www.decathlon.ma/p/333601-138250-survetement-chaud-enfant-500-gris-avec-zip-dore.html,https://contents.mediadecathlon.com/p2237614/1cr1/k$1397abc3cc8cebda03909ca8ef5d41e7/prod.jpg?format=auto&f=1024x0,vetements-enfants
1733c8c7-30d5-4af7-9b9d-5b8d6829f259,,DOMYOS,"159,00 MAD",733.0,https://www.decathlon.ma/p/333522-62107-survetement-chaud-enfant-warmy-zip-marine-rose.html,https://contents.mediadecathlon.com/p2809810/1cr1/k$f0f9c8d6af7165e51ed8fa0fa97c4a90/prod.jpg?format=auto&f=1024x0,vetements-enfants
ffe59018-67a9-49b1-8cb7-afe24ea3d8db,Survêtement enfant - noir et blanc,DECATHLON,"159,00 MAD",758.0,https://www.decathlon.ma/p/356400-138319-survetement-enfant-noir-et-blanc.html,https://contents.mediadecathlon.com/p2719286/1cr1/k$df5bba120c36012627b7fafa51278a1b/prod.jpg?format=auto&f=1024x0,vetements-enfants
2dacb428-3f0d-45f1-ada1-9c76fa0ab7c4,Pantalon de jogging chaud enfant,DOMYOS,"199,00 MAD",1613.0,https://www.decathlon.ma/p/323629-38652-pantalon-de-jogging-chaud-enfant.html,https://contents.mediadecathlon.com/p2115724/1cr1/k$568fc667376ec50041f7d2b7ee7f5a5d/prod.jpg?format=auto&f=1024x0,vetements-enfants
143566ae-93d7-4aa8-b083-b690519906ff,,DOMYOS,"139,00 MAD",633.0,https://www.decathlon.ma/p/334795-52899-survetement-chaud-enfant-warmy-zip-bleu.html,https://contents.mediadecathlon.com/p2805250/1cr1/k$92cefb5b6cc6d813486d4b77ffa4834b/prod.jpg?format=auto&f=1024x0,vetements-enfants
a9bc8a82-4d2c-4e85-99a8-cf8d37dbf2c2,,DECATHLON,"279,00 MAD",313.0,https://www.decathlon.ma/p/340516-142190-survetement-mixte-enfant-respirant-rouge-et-noir.html,https://contents.mediadecathlon.com/p2712084/1cr1/k$df293a3c1b84523f0acf1f1cc26002f5/prod.jpg?format=auto&f=1024x0,vetements-enfants
686b25e9-973d-4014-b036-58dcb04144ac,,DECATHLON,"129,00 MAD",235.0,https://www.decathlon.ma/p/356655-116928-legging-respirant-fille-imprime-violet.html,https://contents.mediadecathlon.com/p2809875/1cr1/k$d668500878097f50f122d78a899191a6/prod.jpg?format=auto&f=1024x0,vetements-enfants
3f4f0384-42d2-45cc-8056-b1f1c54a6d89,,DOMYOS,"69,00 MAD",1236.0,https://www.decathlon.ma/p/303646-32974-legging-fille-coton-basique-noir.html,https://contents.mediadecathlon.com/p2801637/1cr1/k$1fbdfe82ad6279766853d917a13d5cf4/prod.jpg?format=auto&f=1024x0,vetements-enfants
95151f2f-111e-45d4-bdb5-764a72d74ed8,Pantalon de jogging chaud enfant,DOMYOS,"119,00 MAD",1613.0,https://www.decathlon.ma/p/323629-52121-pantalon-de-jogging-chaud-enfant.html,https://contents.mediadecathlon.com/p2450814/1cr1/k$1523eff904258a9394ffd3f44180e824/prod.jpg?format=auto&f=1024x0,vetements-enfants
0926c846-3e41-4c9b-ac91-d3dce332dea5,T-shirt coton fille - 500 gris,DOMYOS,"79,00 MAD",1486.0,https://www.decathlon.ma/p/333500-72278-t-shirt-coton-fille-500-gris.html,https://contents.mediadecathlon.com/p2532547/1cr1/k$94c7d80cf98eafa14c9e0061dc72d5b2/prod.jpg?format=auto&f=1024x0,vetements-enfants
45771ca5-22c0-4cfd-a574-04783911f207,T-SHIRT FILLE COTON Blanc,DOMYOS,"79,00 MAD",1486.0,https://www.decathlon.ma/p/333500-84936-t-shirt-fille-coton-blanc.html,https://contents.mediadecathlon.com/p2722604/1cr1/k$f0ce870917292abee84dfc646243323c/prod.jpg?format=auto&f=1024x0,vetements-enfants
2f5479b8-007a-45e8-969b-748299dc3587,"T-shirt multisport coton enfant mixte, Bleu",DOMYOS,"59,00 MAD",1198.0,https://www.decathlon.ma/p/342011-114032-t-shirt-multisport-coton-enfant-mixte-bleu.html,https://contents.mediadecathlon.com/p2722633/1cr1/k$87803f9af94d7ea55f7a76adad721bc0/prod.jpg?format=auto&f=1024x0,vetements-enfants
10df0400-d220-484e-8bb0-8b230dac0385,,DOMYOS,"89,00 MAD",808.0,https://www.decathlon.ma/p/329078-51957-sweat-col-rond-mixte-chaud-enfant-bleu-fonce.html,https://contents.mediadecathlon.com/p2718831/1cr1/k$8eb21a8e9c78847696cee38fec0f3111/prod.jpg?format=auto&f=1024x0,vetements-enfants
327615fe-3932-4506-9012-e3d76aa47d8e,"T-shirt basique 100% en coton enfant, blanc",DOMYOS,"39,00 MAD",2877.0,https://www.decathlon.ma/p/303728-35419-t-shirt-basique-100-en-coton-enfant-blanc.html,https://contents.mediadecathlon.com/p2718771/1cr1/k$801db4001b3af0ea1363311aa5c39801/prod.jpg?format=auto&f=1024x0,vetements-enfants
5d99959d-b0be-41a8-ab62-3a9ba2067fdf,"Short multisport respirant enfant, Bleu blanc noir",DECATHLON,"99,00 MAD",1070.0,https://www.decathlon.ma/p/346844-115463-short-multisport-respirant-enfant-bleu-blanc-noir.html,https://contents.mediadecathlon.com/p2628060/1cr1/k$766095bee656491de70857d9bdf6e790/prod.jpg?format=auto&f=1024x0,vetements-enfants
716f86b1-4299-4005-88a7-e16ca14ab799,Short enfant coton - Basique marine,DOMYOS,"59,00 MAD",838.0,https://www.decathlon.ma/p/303734-24769-short-enfant-coton-basique-marine.html,https://contents.mediadecathlon.com/p2711851/1cr1/k$faeec32271ba5a28753017e905ee86f5/prod.jpg?format=auto&f=1024x0,vetements-enfants
8763f11e-7d41-4c82-a9aa-dae9621dcd79,Sweat à capuche coton enfant - cèdre,DOMYOS,"149,00 MAD",609.0,https://www.decathlon.ma/p/340512-120241-sweat-a-capuche-coton-enfant-cedre.html,https://contents.mediadecathlon.com/p2809944/1cr1/k$9febd754c5e8560a48a25d047b0c0b0a/prod.jpg?format=auto&f=1024x0,vetements-enfants
0fec47d4-a4c5-4cb7-8a4f-100f57df5496,,DOMYOS,"49,00 MAD",2256.0,https://www.decathlon.ma/p/303910-122513-pantalon-de-jogging-chaud-enfant-molleton-marine.html,https://contents.mediadecathlon.com/p2712038/1cr1/k$0a44b01f71c29d2b0b844d008d8367b1/prod.jpg?format=auto&f=1024x0,vetements-enfants
a7312f43-4b4d-4382-b8f5-93c9796e37b9,"Survêtement bicolore enfant, vert et bleu",DECATHLON,"159,00 MAD",758.0,https://www.decathlon.ma/p/356400-143935-survetement-bicolore-enfant-vert-et-bleu.html,https://contents.mediadecathlon.com/p2912418/1cr1/k$08c5180ad5a03c5a29ba4682b01a011c/prod.jpg?format=auto&f=1024x0,vetements-enfants
eb17e1e4-43db-4adf-af02-86ac86a68d67,"Survêtement bicolore enfant, rouge et bleu",DECATHLON,"159,00 MAD",758.0,https://www.decathlon.ma/p/356400-143379-survetement-bicolore-enfant-rouge-et-bleu.html,https://contents.mediadecathlon.com/p2912307/1cr1/k$ae5bfc03f66362d7bcbcbf543336b30f/prod.jpg?format=auto&f=1024x0,vetements-enfants
df6f3cd7-79db-48fd-a4c0-c174db4b6d83,,DECATHLON,"79,00 MAD",41.0,https://www.decathlon.ma/p/358308-132771-t-shirt-multisport-coton-fille-imprime-blanc.html,https://contents.mediadecathlon.com/p2808544/1cr1/k$42f1e5e5110080553a62012a49eaeb0e/prod.jpg?format=auto&f=1024x0,vetements-enfants
833b865f-910b-4fa4-93c2-90bf1580b95d,Pantalon de jogging running respirant femme - kiprun run 500 dry bleu foncé,KALENJI,"99,00 MAD",3695.0,https://www.decathlon.ma/p/302715-126422-pantalon-de-jogging-running-respirant-femme-kiprun-run-500-dry-bleu-fonce.html,https://contents.mediadecathlon.com/p2156262/1cr1/k$774ea013e5b56c24689e7b8885166360/prod.jpg?format=auto&f=1024x0,vetements-femmes
b8b2081b-d44e-48a3-ab1a-710f2a303dde,,NABAIJI,"699,00 MAD",27.0,https://www.decathlon.ma/p/349862-103854-burkini-dana-500-all-flu-blue.html,https://contents.mediadecathlon.com/p2544080/1cr1/k$2cc6465a7dd6949ea78860adc6d318db/prod.jpg?format=auto&f=1024x0,vetements-femmes
31e5c04f-9234-4984-bae3-737790672102,BURKINI RIME 100 MANCHES COURTES NAVY LEA MELON,NABAIJI,"459,00 MAD",11.0,https://www.decathlon.ma/p/349885-103840-burkini-rime-100-manches-courtes-navy-lea-melon.html,https://contents.mediadecathlon.com/p2544051/1cr1/k$6ae8164db1999575ab02b822012314c3/prod.jpg?format=auto&f=1024x0,vetements-femmes
31004f2a-2a21-4dd4-93f0-190f70529a51,Maillot de Bain Femme Une Pièce Una Noir,NABAIJI,"299,00 MAD",1010.0,https://www.decathlon.ma/p/306417-34467-maillot-de-bain-femme-une-piece-una-noir.html,https://contents.mediadecathlon.com/p1765363/1cr1/k$7e739c2437190a03b24d90c13eb4636d/prod.jpg?format=auto&f=1024x0,vetements-femmes
67c4d69a-ad29-4992-aca2-32d32b228162,,DECATHLON,"59,00 MAD",2499.0,https://www.decathlon.ma/p/178083-99852-maillot-de-bain-femme-1-piece-heva-bleu.html,https://contents.mediadecathlon.com/p2594466/1cr1/k$912a5a2b4010ee257801ead8c47ed0d5/prod.jpg?format=auto&f=1024x0,vetements-femmes
847a6257-8d28-4f71-8560-e933e4a62e59,HIJAB NATATION 100 BLEU MARINE,NABAIJI,"99,00 MAD",21.0,https://www.decathlon.ma/p/349797-116615-hijab-natation-100-bleu-marine.html,https://contents.mediadecathlon.com/p2544040/1cr1/k$7d1587c2b28e145922e63c4b01823e25/prod.jpg?format=auto&f=1024x0,vetements-femmes
30343697-e3f2-471f-93e0-ba42e5a98e8f,Legging fitness long coton extensible femme - Fit+ bleu marine,DOMYOS,"129,00 MAD",3461.0,https://www.decathlon.ma/p/303029-34792-legging-fitness-long-coton-extensible-femme-fit-bleu-marine.html,https://contents.mediadecathlon.com/p2730689/1cr1/k$06b8b7e916c10f95049b1926826908ab/prod.jpg?format=auto&f=1024x0,vetements-femmes
1308e3fb-f903-4271-9038-6486d4032019,Pantalon de jogging running respirant femme - kiprun run 500 dry noir,KALENJI,"199,00 MAD",3695.0,https://www.decathlon.ma/p/302715-126415-pantalon-de-jogging-running-respirant-femme-kiprun-run-500-dry-noir.html,https://contents.mediadecathlon.com/p2789264/1cr1/k$b66e7a3e97ddbd9628f59a2bc17702a6/prod.jpg?format=auto&f=1024x0,vetements-femmes
ad028939-9678-4d57-91c4-9cfcf061902c,Legging fitness long coton extensible femme - Fit+ noir,DOMYOS,"129,00 MAD",3461.0,https://www.decathlon.ma/p/303029-34802-legging-fitness-long-coton-extensible-femme-fit-noir.html,https://contents.mediadecathlon.com/p2632498/1cr1/k$565adf5cf21b4ce780d5ecb30564bfcd/prod.jpg?format=auto&f=1024x0,vetements-femmes
de35797a-ab88-45ff-b39b-c779314b0f7d,Legging fitness long coton extensible bas resserable femme - Fit+ noir,DOMYOS,"149,00 MAD",5238.0,https://www.decathlon.ma/p/303813-63362-legging-fitness-long-coton-extensible-bas-resserable-femme-fit-noir.html,https://contents.mediadecathlon.com/p2632552/1cr1/k$553cc1abbfade59a3cb304def5aae810/prod.jpg?format=auto&f=1024x0,vetements-femmes
2a58b043-70b8-4367-97e5-0763e263a435,,SIMOND,"259,00 MAD",210.0,https://www.decathlon.ma/p/304667-108945-legging-d-escalade-vertika-bordeaux-et-bleu-denim-femme.html,https://contents.mediadecathlon.com/p2385035/1cr1/k$4e60bd0e01b7ecda0d856539dd442bef/prod.jpg?format=auto&f=1024x0,vetements-femmes
da702896-c433-4531-8b2d-4608fd7e9754,"T-shirt col V fitness en coton femme, noir",DOMYOS,"69,00 MAD",2797.0,https://www.decathlon.ma/p/338648-113976-t-shirt-col-v-fitness-en-coton-femme-noir.html,https://contents.mediadecathlon.com/p2730768/1cr1/k$0bcffd0461bc1ed6e330b89c2dfc2b38/prod.jpg?format=auto&f=1024x0,vetements-femmes
ca289765-6194-4081-9ee2-8166d21f7644,Collants de danse classique avec pieds Fille - Rose,DOMYOS,"99,00 MAD",1167.0,https://www.decathlon.ma/p/329582-57700-collants-de-danse-classique-avec-pieds-fille-rose.html,https://contents.mediadecathlon.com/p2861960/1cr1/k$b658aafc291b1b9ca16499ed8d7c89b1/prod.jpg?format=auto&f=1024x0,vetements-femmes
ce6079fa-90ae-4071-9765-c0eae7cca862,,DOMYOS,"149,00 MAD",206.0,https://www.decathlon.ma/p/349101-116970-t-shirt-danse-moderne-manches-courtes-fluides-femme-noir-fume.html,https://contents.mediadecathlon.com/p2725886/1cr1/k$15faf5b5fa0f63f69cdf2a03182b3193/prod.jpg?format=auto&f=1024x0,vetements-femmes
74371db0-8708-4d9e-9d45-eff0b6e74ad7,Legging fitness long coton extensible femme - Fit+ gris,DOMYOS,"149,00 MAD",3461.0,https://www.decathlon.ma/p/303029-34800-legging-fitness-long-coton-extensible-femme-fit-gris.html,https://contents.mediadecathlon.com/p1793564/1cr1/k$af809358808023047d158cf24bdf2a7d/prod.jpg?format=auto&f=1024x0,vetements-femmes
f31ea451-95cd-40d0-b716-b50e0f3f342b,,ADIDAS,"199,00 MAD",,https://www.decathlon.ma/p/998950667-134177-t-shirt-aeroready-adidas.html,https://contents.mediadecathlon.com/p2923691/1cr1/k$f845d7a7e1fea808cf1429916abc7cd8/prod.jpg?format=auto&f=1024x0,vetements-femmes
c60f4c8a-ad0c-4e49-b603-873b85989f58,"T shirt crop top femme, Elementals, rose",DECATHLON,"99,00 MAD",38.0,https://www.decathlon.ma/p/360641-138315-t-shirt-crop-top-femme-elementals-rose.html,https://contents.mediadecathlon.com/p2932285/1cr1/k$ea4e172fafc648a6c0fb369fc854c82b/prod.jpg?format=auto&f=1024x0,vetements-femmes
a6913d17-fc70-4e29-a3b3-272517e71fbb,"Legging fitness avec poche téléphone femme, noir et noir fumé",DOMYOS,"119,00 MAD",6159.0,https://www.decathlon.ma/p/330283-113380-legging-fitness-avec-poche-telephone-femme-noir-et-noir-fume.html,https://contents.mediadecathlon.com/p2629347/1cr1/k$13bd3760183c27cc7ba27d2c697fdd3a/prod.jpg?format=auto&f=1024x0,vetements-femmes
ff4993e1-460b-41d0-a3fe-d4bddd6cad41,,FORCLAZ,"119,00 MAD",3508.0,https://www.decathlon.ma/p/339021-67774-poncho-de-pluie-de-randonnee-forclaz-mt-50-10l-gris.html,https://contents.mediadecathlon.com/p2621848/1cr1/k$9aa6956200b602c1c9b6e6fead6cc077/prod.jpg?format=auto&f=1024x0,vetements-femmes
d0ee8a05-7a93-4014-b42f-3a58a0bf1ecb,"short de fitness court et léger, imprimé bleu léopard bande bleu ciel",DOMYOS,"99,00 MAD",645.0,https://www.decathlon.ma/p/352902-131754-short-de-fitness-court-et-leger-imprime-bleu-leopard-bande-bleu-ciel.html,https://contents.mediadecathlon.com/p2828356/1cr1/k$6ba960e2a9ca297b309e68f91ca23b6a/prod.jpg?format=auto&f=1024x0,vetements-femmes
6fdc5b02-c1ff-4f66-b6ea-8d9c7cc5c537,"short de fitness court et léger,  marine bande bleu turquoise",DOMYOS,"49,00 MAD",645.0,https://www.decathlon.ma/p/352902-136815-short-de-fitness-court-et-leger-marine-bande-bleu-turquoise.html,https://contents.mediadecathlon.com/p2828350/1cr1/k$b07f21300a3ea03f8bbb530c0c24c55b/prod.jpg?format=auto&f=1024x0,vetements-femmes
201e44bd-0a31-48e1-a002-f6d355d67d98,"Débardeur dos nageur fitness cardio femme, noir",DOMYOS,"59,00 MAD",7420.0,https://www.decathlon.ma/p/345933-129883-debardeur-dos-nageur-fitness-cardio-femme-noir.html,https://contents.mediadecathlon.com/p2731612/1cr1/k$31d8b1da6c82d632273a25b690df186d/prod.jpg?format=auto&f=1024x0,vetements-femmes
79fd43a1-f598-47e8-bebf-f8ebd4a2e25c,,DOMYOS,"99,00 MAD",2847.0,https://www.decathlon.ma/p/345914-138805-debardeur-de-fitness-coupe-droite-femme-bleu-fonce.html,https://contents.mediadecathlon.com/p2864283/1cr1/k$d27dc217be7a7d3b2c4fea938ba7c5b7/prod.jpg?format=auto&f=1024x0,vetements-femmes
6c20d76d-f2f0-48db-9dec-50814b533a99,"Débardeur côtelé femme, Elementals, blanc",DECATHLON,"99,00 MAD",29.0,https://www.decathlon.ma/p/360578-128288-debardeur-cotele-femme-elementals-blanc.html,https://contents.mediadecathlon.com/p2837280/1cr1/k$84982e5396efe19ce0465a2545d288e0/prod.jpg?format=auto&f=1024x0,vetements-femmes
